501,鄂北,114.11456,31.70851,90.29,0
90047,大悟南互通,114.07344,31.43552,53.16,0
90001,孝南枢纽,114.00209,31.02460,28.62,0
90104,灯塔枢纽,114.10621,30.70517,19.87,0
90003,东西湖枢纽,113.95890,30.78145,19.05,0
90029,红庙枢纽,113.97291,30.65611,21.67,0
510,武汉西,114.05528,30.46035,18.01,0
90032,军山互通,114.12639,30.38447,21.33,0
90115,金水枢纽,114.14075,30.35153,22.04,0
90057,咸通京珠交界,114.25721,29.93720,29.27,0
90102,赤壁西枢纽,113.78392,29.68000,37.61,0
525,鄂南,113.69545,29.60418,34.02,0
90005,豹懈枢纽,114.56607,30.46460,33.83,0
90038,邹黄互通,114.51898,30.57775,23.75,0
90026,周铺互通,114.58589,30.78130,29.96,0
90025,新集枢纽,114.46347,30.85693,29.72,0
90011,横店枢纽,114.27367,30.80662,25.17,0
90077,机场绕城交接,114.19647,30.73500,10.00,0
90103,东柏枢纽,114.12038,30.70505,10.00,0
90035,钱场互通,113.18500,30.86831,49.31,0
90017,荆门枢纽,112.26606,30.95551,54.88,0
90063,保宜荆宜交界,111.80640,30.67534,136.67,0
11536,神农溪,110.26745,31.16116,435.83,0
90046,随州东互通,113.27186,31.65042,97.02,0
90072,随州南枢纽,113.19925,31.62462,91.86,0
90074,麻竹高速保康段起点,112.19961,31.44435,56.55,0
90079,保康南枢纽,111.27378,31.83493,301.67,0
90078,宜保终点,111.15644,31.98742,244.83,0
90069,房县枢纽互通,110.71389,32.07445,421.85,0
12050,关垭子,109.59236,32.32187,512.58,0
90070,谷城西枢纽,111.48455,32.32553,121.22,0
11501,鄂皖,115.74875,30.79967,144.06,0
90084,团陂东枢纽,115.32886,30.72613,100.15,0
90033,淋山河枢纽,114.94504,30.71293,43.18,0
90027,三里桥枢纽,114.43298,30.77678,11.16,0
8301,青龙,113.96815,30.60223,12.39,0
2001,黄冈北,114.89574,31.42121,108.77,0
90037,麻城枢纽,114.93539,31.18705,69.59,0
90062,黄鄂大广交界点,114.97611,30.58839,39.87,0
90044,大广北互通,115.06007,30.25547,22.60,0
90043,鄂东桥北虚拟点,115.11154,30.26724,30.00,0
90042,鄂东桥南虚拟点,115.11341,30.26287,30.00,0
90040,大广南互通,115.00601,30.25163,10.93,0
90054,大冶枢纽互通,114.90381,30.04485,29.65,0
90050,星潭互通,114.94280,29.72293,33.56,0
2017,鄂赣,114.83408,29.38607,108.77,0
90100,武深起点,114.00621,30.01149,24.36,0
90101,嘉鱼枢纽,114.00621,30.01149,24.36,0
90093,城市圈咸宁西起点,114.00621,30.01149,24.36,0
90064,通城西枢纽互通,113.74585,29.30798,105.16,0
13032,通城南,113.77206,29.19284,133.08,0
1501,鄂豫,113.45881,32.27518,137.97,0
90015,随州枢纽,113.23970,31.69243,77.28,0
90021,珠玑枢纽,113.08406,30.38926,15.64,0
3530,分盐,113.03293,29.93839,13.48,0
1519,荆岳桥,113.19903,29.56219,16.78,0
90028,侏儒枢纽,113.87581,30.45673,15.44,0
90091,仙桃枢纽互通,113.55019,30.33989,11.57,0
90088,潜江西枢纽,112.59808,30.35464,18.97,0
90009,岳桥枢纽,112.25231,30.38121,19.93,0
90094,枝江枢纽,111.58420,30.59095,89.00,0
90010,高家店枢纽,111.42848,30.59189,84.08,0
90020,荆宜宜昌桥交界,111.42719,30.58152,80.00,0
10550,宜昌桥南,111.38853,30.57057,60.00,0
10549,宜昌桥北,111.397860,30.572010,62.89
10551,宜都,111.38853,30.57057,60.00,0
90066,罗针田枢纽,109.44675,30.22327,445.51,0
90082,利万起点,108.74791,30.25469,1090.00,0
10565,白羊塘,108.56020,30.16954,1419.22,0
10592,鄂渝,108.80098,30.40152,800.00,0
10503,界子墩,116.03193,30.11179,47.58,0
10504,黄梅,115.91085,30.03555,14.63,0
90085,武穴枢纽,115.53249,30.01549,23.20,0
10510,黄石,114.99701,30.25152,29.57,0
1001,襄阳北,112.10206,32.31163,98.11,0
90007,郜营枢纽,112.09877,32.19837,64.53,0
90065,陡兴场互通,111.99688,29.94426,22.01,0
1027,东岳庙,111.90729,29.88900,29.71,0
13001,鄂东南,115.40912,29.75103,60.11,0
90056,南林桥枢纽,114.33876,29.59201,108.50,0
13013,鄂湘,113.67627,29.30226,100.89,0
11040,郧阳北,111.12966,33.12571,194.41,0
90075,十堰东枢纽,110.87400,32.62436,253.67,0
11022,六里坪,110.97381,32.55259,183.37,0
90068,六里坪互通,110.98953,32.54026,177.05,0
11037,房县,110.71389,32.07445,421.85,0
90097,宜昌南枢纽,111.42451,30.31155,67.51,0
11546,渔洋关,111.11913,30.18449,247.20,0
90067,宣恩枢纽,109.41513,29.95237,808.85,0
10574,鄂西南,109.42961,29.54556,500.00,0
11000,机场北,114.22942,30.84272,27.21,0
11013,襄樊东,112.35257,32.14800,65.27,0
90058,十房十漫交界,110.77014,32.72149,295.49,0
11030,漫川关,110.10170,33.19800,414.81,0
11034,鄂陕,110.28944,32.72970,300.00,0
10401,黄梅南,115.91309,29.68215,27.17,0
10501,小池,115.92720,29.74770,40.00,0
8101,府河,114.30491,30.70679,15.82,0
8104,陵园,114.32161,30.83011,27.27,0
8201,青菱,114.25247,30.43022,19.57,0
8601,小军山,114.13645,30.39664,14.11,0
8604,新滩,113.85635,30.17449,16.36,0
8501,琴台,114.01565,30.72167,25.54,0
90113,新天铺枢纽,114.12116,30.57188,14.55,0
8801,泾河,114.18707,30.61832,10.00,0
20111,黄花涝1,114.22697,30.74755,25.91,0
20112,黄花涝2,114.20006,30.73637,20.83,0
90083,麻武穴起点,115.37084,31.20573,163.35,0
12001,鄂东,115.42074,31.24620,196.07,0
90059,黄鄂汉鄂交接点,114.70787,30.50133,15.30,0
13020,南林桥,114.34493,29.58817,94.92,0
13023,咸宁东,114.37511,29.89355,54.24,0
13024,张公,114.30544,29.92795,25.71,0
90112,四环线起点,114.11981,30.59669,10.00,0
90111,仙湖洪湖段终点,113.98585,30.04828,10.00,0
90108,江陵东枢纽,112.55126,30.06406,15.26,0
90089,潜江江陵段终点,112.52600,29.93404,10.00,0
90110,襄阳绕城终点,112.24530,31.96124,60.00,0
10601,秭归港,111.02994,30.76800,156.87,0
90098,翻坝接点,111.38853,30.57057,60.00,0
90019,荆宜汉宜交界,111.44257,30.59445,50.00,0
10545,宜昌,111.33296,30.70799,68.65,0
8701,龚家岭,114.43640,30.59530,22.06,0
90109,监江终点,112.39377,30.14414,10.00,0
10527,武东,114.46928,30.47324,32.91,0
1036,石首南,112.44488,29.62936,18.74,0
10579,朝阳寺,109.02431,29.60051,819.36,0
90051,宜巴起点,111.552350,30.730310,167.33
90045,散花互通,115.109095,30.264868,30.00
10509,鄂东散花,115.109095,30.264868,30.00
90012,桃园枢纽,114.303710,30.755810,22.92
90013,黄陂枢纽,114.324190,30.829780,39.06
8105,黄陂,114.324190,30.829780,39.06
90014,陵园交点,114.321610,30.830110,27.27
515,武汉南<h6></h6>,114.239860,30.329850,25.92
90022,金口枢纽,114.198390,30.346100,22.04
90053,九江二桥连接线,115.927200,29.747703,40.00
90090,城市圈仙桃起点,113.555990,30.325470,12.82,S43
